,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Tgt,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
392,Matt Spaeth,CHI,TE,29,16,8,0,0,0,0,0,0,10,6,28,4.67,0,0,0,0,0,0,0,0,28,1,14.8
393,Matt Willis,DEN,WR,28,15,0,0,0,0,0,0,0,22,10,90,9,0,0,0,0,0,0,0,0,90,0,19
394,Nate Byham,TAM,TE,24,11,2,0,0,0,0,0,0,4,3,18,6,0,0,0,0,0,0,0,0,18,1,10.8
395,Terrance Copper,KAN,WR,30,15,0,0,0,0,0,1,1,12,8,79,9.88,0,0,0,0,0,1,0,1,79,0,16
396,Jason Hill,NYJ,WR,27,4,0,0,0,0,0,0,0,3,2,15,7.5,0,0,0,0,0,0,0,0,15,1,9.5
397,Michael Palmer,ATL,TE,24,13,2,0,0,0,0,0,0,6,6,22,3.67,0,0,0,0,0,0,0,0,22,1,14.2
398,DeVier Posey,HOU,WR,22,11,0,0,0,0,0,1,-3,14,6,87,14.5,0,0,0,0,0,-3,0,1,87,0,14.4
399,Konrad Reuland,NYJ,TE,25,16,3,0,0,0,0,0,0,16,11,83,7.55,0,0,0,0,0,0,0,0,83,0,19.3
400,Kahlil Bell,2TM,RB,26,7,0,0,0,0,0,29,76,2,2,13,6.5,1,1,0,0,0,76,0,29,13,0,8.9
401,Steve Breaston,KAN,WR,29,10,4,0,0,0,0,0,0,15,7,74,10.57,1,0,0,0,0,0,0,0,74,0,14.4
402,Rhett Ellison,MIN,TE,24,16,7,0,0,0,0,0,0,9,7,65,9.29,0,0,0,0,0,0,0,0,65,0,13.5
403,Jabar Gaffney,MIA,WR,32,3,0,0,0,0,0,0,0,10,4,68,17,0,0,0,0,0,0,0,0,68,0,10.8
404,Richard Gordon,OAK,TE,25,13,1,0,0,0,0,0,0,7,2,9,4.5,0,0,0,0,0,0,0,0,9,1,8.9
405,Brandon Jackson,CLE,RB,27,2,0,0,0,0,0,8,54,4,2,20,10,0,0,0,0,0,54,0,8,20,0,9.4
406,Greg Jones,JAX,RB,31,12,4,0,0,0,0,5,8,14,11,64,5.82,0,0,0,0,0,8,0,5,64,0,18.2
407,Le'Ron McClain,SDG,RB,28,16,9,0,0,0,0,14,42,10,8,29,3.63,0,0,0,0,0,42,0,14,29,0,15.1
408,Jamar Newsome,KAN,WR,25,6,2,0,0,0,0,0,0,16,5,73,14.6,0,0,0,0,0,0,0,0,73,0,12.3
409,Ben Obomanu,SEA,WR,29,8,0,0,0,0,0,1,11,9,4,58,14.5,0,0,0,0,0,11,0,1,58,0,10.9
410,David Reed,BAL,WR,25,5,0,0,0,0,0,0,0,6,5,66,13.2,0,0,0,0,0,0,0,0,66,0,11.6
411,Darius Reynaud,TEN,RB,28,16,0,0,0,0,0,16,33,10,5,35,7,1,0,0,0,0,33,0,16,35,0,11.8
412,Guy Whimper,JAX,TE,29,16,6,0,0,0,0,0,0,3,2,11,5.5,0,0,0,0,0,0,0,0,11,1,9.1
413,Cyrus Gray,KAN,RB,23,10,0,0,0,0,0,7,44,3,2,18,9,0,0,0,0,0,44,0,7,18,0,8.2
414,Ladarius Green,SDG,TE,22,4,1,0,0,0,0,0,0,4,4,56,14,0,0,0,0,0,0,0,0,56,0,9.6
415,Virgil Green,DEN,WR,24,12,2,0,0,0,0,0,0,6,5,63,12.6,0,0,0,0,0,0,0,0,63,0,11.3
416,Lavelle Hawkins,TEN,WR,26,7,1,0,0,0,0,0,0,11,5,62,12.4,0,0,0,0,0,0,0,0,62,0,11.2
417,Lex Hilliard,2TM,RB,28,14,9,0,0,0,0,9,33,9,4,23,5.75,0,0,0,0,0,33,0,9,23,0,9.6
418,Mike Johnson,ATL,TE,25,16,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,7.1
419,Chris Pressley,CIN,RB,26,14,7,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,1,7.1
420,Michael Preston,TEN,WR,23,4,0,0,0,0,0,0,0,6,5,59,11.8,0,0,0,0,0,0,0,0,59,0,10.9
421,D.J. Williams,GNB,TE,24,13,2,0,0,0,0,0,0,15,7,57,8.14,0,0,0,0,0,0,0,0,57,0,12.7
422,Seyi Ajirotutu,SDG,WR,25,3,1,0,0,0,0,0,0,4,3,45,15,0,0,0,0,0,0,0,0,45,0,7.5
423,Brandon Banks,WAS,WR,25,12,0,0,0,0,0,7,36,8,8,15,1.88,4,0,0,0,0,36,0,7,15,0,13.1
424,Garrett Celek,SFO,TE,24,13,0,0,0,0,0,0,0,7,4,51,12.75,0,0,0,0,0,0,0,0,51,0,9.1
425,Josh Cribbs,CLE,WR,29,16,2,0,0,0,0,6,42,11,7,63,9,6,3,0,0,0,42,0,6,63,0,11.5
426,Roy Helu,WAS,RB,24,3,0,0,0,0,0,2,2,7,7,45,6.43,0,0,0,0,0,2,0,2,45,0,11.7
427,Quinn Johnson,TEN,RB,26,16,8,0,0,0,0,4,5,8,5,40,8,0,0,0,0,0,5,0,4,40,0,9.5
428,Steve Maneri,KAN,TE,24,13,8,0,0,0,0,0,0,12,5,51,10.2,0,0,0,0,0,0,0,0,51,0,10.1
429,Randy McMichael,SDG,RB,33,16,10,0,0,0,0,0,0,13,9,51,5.67,1,0,0,0,0,0,0,0,51,0,14.1
430,David Paulson,PIT,TE,23,16,5,0,0,0,0,0,0,11,7,51,7.29,1,0,0,0,0,0,0,0,51,0,12.1
431,Isaiah Pead,STL,RB,23,15,1,0,0,0,0,10,54,4,3,16,5.33,2,1,0,0,0,54,0,10,16,0,8
432,Alex Smith,CLE,RB,30,12,2,0,0,0,0,0,0,18,13,47,3.62,0,0,0,0,0,0,0,0,47,0,17.7
433,Taylor Thompson,TEN,TE,23,16,4,0,0,0,0,0,0,14,6,46,7.67,0,0,0,0,0,0,0,0,46,0,10.6
434,Ryan Whalen,CIN,WR,23,9,0,0,0,0,0,0,0,12,7,53,7.57,0,0,0,0,0,0,0,0,53,0,12.3
435,Devon Wylie,KAN,WR,24,6,1,0,0,0,0,0,0,12,6,53,8.83,0,0,0,0,0,0,0,0,53,0,11.3
436,Kyle Adams,CHI,TE,24,15,2,0,0,0,0,0,0,8,4,40,10,0,0,0,0,0,0,0,0,40,0,8
437,Arrelious Benn,TAM,WR,24,8,1,0,0,0,0,3,16,6,4,26,6.5,1,0,0,0,0,16,0,3,26,0,8.2
438,Greg Camarillo,NOR,WR,30,5,0,0,0,0,0,0,0,5,4,44,11,0,0,0,0,0,0,0,0,44,0,8.4
439,John Carlson,MIN,WR,28,14,6,0,0,0,0,0,0,14,8,43,5.38,0,0,0,0,0,0,0,0,43,0,12.3
440,Toney Clemons,JAX,WR,24,4,0,0,0,0,0,0,0,11,3,41,13.67,0,0,0,0,0,0,0,0,41,0,7.1
441,Nate Eachus,KAN,RB,22,11,2,0,0,0,0,5,18,3,1,19,19,0,0,0,0,0,18,0,5,19,0,4.7
442,Jerome Felton,MIN,RB,26,16,7,0,0,0,0,0,0,4,3,35,11.67,0,0,0,0,0,0,0,0,35,0,6.5
443,Charly Martin,SEA,WR,28,4,1,0,0,0,0,0,0,6,4,42,10.5,0,0,0,0,0,0,0,0,42,0,8.2
444,Ruvell Martin,BUF,WR,30,14,0,0,0,0,0,0,0,6,4,41,10.25,0,0,0,0,0,0,0,0,41,0,8.1
445,Bernard Scott,CIN,RB,28,2,0,0,0,0,0,8,35,0,0,0,0,0,0,0,0,0,35,0,8,0,0,3.5
446,Anthony Sherman,ARI,RB,24,13,4,0,0,0,0,0,0,8,5,39,7.8,0,0,0,0,0,0,0,0,39,0,8.9
447,Kris Adams,IND,WR,25,3,0,0,0,0,0,0,0,8,2,26,13,0,0,0,0,0,0,0,0,26,0,4.6
448,Jarrett Boykin,GNB,WR,23,10,0,0,0,0,0,0,0,6,5,27,5.4,0,0,0,0,0,0,0,0,27,0,7.7
449,Travaris Cadet,NOR,RB,23,13,0,0,0,0,0,1,5,8,5,44,8.8,1,1,0,0,0,5,0,1,44,0,7.9
450,Andre Caldwell,DEN,WR,27,8,0,0,0,0,0,1,14,4,1,18,18,0,0,0,0,0,14,0,1,18,0,4.2
451,Ben Hartsock,CAR,TE,32,15,5,0,0,0,0,0,0,3,2,30,15,0,0,0,0,0,0,0,0,30,0,5
452,Jerrel Jernigan,NYG,WR,23,9,0,0,0,0,0,1,6,5,3,22,7.33,1,0,0,0,0,6,0,1,22,0,5.8
453,Taiwan Jones,OAK,RB,24,14,0,0,0,0,0,6,21,2,2,11,5.5,1,0,0,0,0,21,0,6,11,0,5.2
454,Jermaine Kearse,SEA,WR,22,7,1,0,0,0,0,0,0,7,3,31,10.33,0,0,0,0,0,0,0,0,31,0,6.1
455,Matt Leinart,OAK,QB,29,2,0,16,33,115,1,0,0,0,0,0,0,0,0,115,0,33,0,0,0,0,0,2.6
456,Mike McNeill,STL,TE,24,14,1,0,0,0,0,0,0,7,4,31,7.75,0,0,0,0,0,0,0,0,31,0,7.1
457,David Nelson,BUF,WR,26,1,1,0,0,0,0,0,0,5,2,31,15.5,0,0,0,0,0,0,0,0,31,0,5.1
458,Javon Ringer,TEN,RB,25,2,0,0,0,0,0,2,14,5,3,12,4,0,0,0,0,0,14,0,2,12,0,5.6
459,Deonte Thompson,BAL,WR,23,6,0,0,0,0,0,0,0,6,5,51,10.2,1,1,0,0,0,0,0,0,51,0,8.1
460,Eric Weems,CHI,WR,27,16,1,0,0,0,0,0,0,4,2,27,13.5,1,0,0,0,0,0,0,0,27,0,4.7
461,Johnny White,2TM,RB,24,7,0,0,0,0,0,8,34,0,0,0,0,0,0,0,0,0,34,0,8,0,0,3.4
462,T.J. Yates,HOU,QB,25,4,0,4,10,38,1,2,-1,0,0,0,0,2,1,38,0,10,-1,1,2,0,0,3.42
463,Derek Anderson,CAR,QB,29,2,0,4,4,58,0,0,0,0,0,0,0,0,0,58,0,4,0,0,0,0,0,2.32
464,Dezmon Briscoe,WAS,WR,23,7,0,0,0,0,0,1,1,5,2,22,11,0,0,0,0,0,1,0,1,22,0,4.3
465,Chase Daniel,NOR,QB,26,16,0,1,1,10,0,3,17,0,0,0,0,0,0,10,0,1,17,0,3,0,0,2.1
466,Jim Dray,ARI,TE,26,13,0,0,0,0,0,0,0,2,2,15,7.5,0,0,0,0,0,0,0,0,15,0,3.5
467,Matt Flynn,SEA,QB,27,3,0,5,9,68,0,4,-5,0,0,0,0,0,0,68,0,9,-5,0,4,0,0,2.22
468,Mardy Gilyard,2TM,WR,26,8,0,0,0,0,0,0,0,6,2,15,7.5,0,0,0,0,0,0,0,0,15,0,3.5
469,Bruce Gradkowski,CIN,QB,29,2,0,5,11,65,0,4,-2,0,0,0,0,1,0,65,0,11,-2,0,4,0,0,2.4
470,Cory Harkey,STL,TE,22,5,0,0,0,0,0,0,0,2,1,21,21,0,0,0,0,0,0,0,0,21,0,3.1
471,Kregg Lumpkin,NYG,RB,28,5,0,0,0,0,0,9,42,2,0,0,0,1,1,0,0,0,42,0,9,0,0,2.2
472,Collin Mooney,TEN,RB,26,2,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,19,0,5,0,0,1.9
473,Jake O'Connell,KAN,TE,27,8,0,0,0,0,0,0,0,3,3,18,6,0,0,0,0,0,0,0,0,18,0,4.8
474,Dan Orlovsky,TAM,QB,29,1,0,4,7,51,0,0,0,0,0,0,0,0,0,51,0,7,0,0,0,0,0,2.04
475,Chris Owusu,TAM,WR,22,5,0,0,0,0,0,0,0,4,1,24,24,0,0,0,0,0,0,0,0,24,0,3.4
476,Evan Rodriguez,CHI,TE,24,12,5,0,0,0,0,0,0,8,4,21,5.25,0,0,0,0,0,0,0,0,21,0,6.1
477,Weslye Saunders,IND,TE,23,11,4,0,0,0,0,0,0,4,2,15,7.5,0,0,0,0,0,0,0,0,15,0,3.5
478,Alfonso Smith,ARI,RB,25,11,0,0,0,0,0,0,0,3,2,21,10.5,0,0,0,0,0,0,0,0,21,0,4.1
479,Hayden Smith,NYJ,TE,27,5,0,0,0,0,0,0,0,1,1,16,16,0,0,0,0,0,0,0,0,16,0,2.6
480,Anthony Armstrong,2TM,WR,29,6,0,0,0,0,0,0,0,9,3,12,4,0,0,0,0,0,0,0,0,12,0,4.2
481,Matt Asiata,MIN,RB,25,16,0,0,0,0,0,3,9,1,1,2,2,0,0,0,0,0,9,0,3,2,0,2.1
482,LaRon Byrd,ARI,WR,23,4,0,0,0,0,0,0,0,2,1,8,8,0,0,0,0,0,0,0,0,8,0,1.8
483,Shaun Chapas,DET,RB,24,3,1,0,0,0,0,0,0,2,1,6,6,0,0,0,0,0,0,0,0,6,0,1.6
484,Chase Coffman,ATL,TE,26,5,0,0,0,0,0,0,0,1,1,12,12,0,0,0,0,0,0,0,0,12,0,2.2
485,Austin Collie,IND,WR,27,1,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,6,0,1.6
486,Chris Cooley,WAS,RB,30,9,2,0,0,0,0,0,0,3,1,8,8,0,0,0,0,0,0,0,0,8,0,1.8
487,Trent Edwards,PHI,QB,29,1,0,2,2,14,0,0,0,1,0,0,0,0,0,14,0,2,0,0,0,0,0,0.56
488,Tommy Gallarda,ATL,TE,24,9,0,0,0,0,0,0,0,4,1,7,7,0,0,0,0,0,0,0,0,7,0,1.7
489,David Gilreath,PIT,WR,24,3,0,0,0,0,0,1,7,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0.7
490,Jonathan Grimes,3TM,RB,23,11,2,0,0,0,0,2,6,2,2,7,3.5,0,0,0,0,0,6,0,2,7,0,3.3
491,Chris Gronkowski,DEN,RB,26,14,0,0,0,0,0,0,0,1,1,11,11,0,0,0,0,0,0,0,0,11,0,2.1
492,Dan Herron,CIN,RB,23,3,0,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,5,0,4,0,0,0.5
493,Andre Holmes,DAL,WR,24,7,0,0,0,0,0,0,0,2,2,11,5.5,0,0,0,0,0,0,0,0,11,0,3.1
494,Robert Hughes,IND,RB,23,5,1,0,0,0,0,1,5,1,1,3,3,0,0,0,0,0,5,0,1,3,0,1.8
495,Brandon Jacobs,SFO,RB,30,2,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0.7
496,Dominique Jones,IND,TE,25,4,1,0,0,0,0,0,0,1,1,8,8,0,0,0,0,0,0,0,0,8,0,1.8
497,Stefan Logan,DET,RB,31,16,0,0,0,0,0,3,17,7,6,28,4.67,6,2,0,0,0,17,0,3,28,0,6.5
498,Reagan Maui'a,ARI,RB,28,3,1,0,0,0,0,0,0,1,1,7,7,0,0,0,0,0,0,0,0,7,0,1.7
499,Corey McIntyre,BUF,RB,33,16,3,0,0,0,0,0,0,2,1,9,9,0,0,0,0,0,0,0,0,9,0,1.9
500,Evan Moore,2TM,TE,27,15,1,0,0,0,0,0,0,8,1,6,6,0,0,0,0,0,0,0,0,6,0,1.6
501,Preston Parker,TAM,WR,25,2,0,0,0,0,0,1,7,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0.7
502,Lousaka Polite,ATL,RB,31,6,5,0,0,0,0,0,0,7,1,8,8,0,0,0,0,0,0,0,0,8,0,1.8
503,Zach Potter,JAX,TE,26,16,5,0,0,0,0,0,0,7,2,6,3,0,0,0,0,0,0,0,0,6,0,2.6
504,Allen Reisner,2TM,TE,24,6,2,0,0,0,0,0,0,2,1,13,13,0,0,0,0,0,0,0,0,13,0,2.3
505,Courtney Roby,NOR,WR,29,13,0,0,0,0,0,0,0,2,1,9,9,0,0,0,0,0,0,0,0,9,0,1.9
506,Dane Sanzenbacher,2TM,WR,24,7,2,0,0,0,0,0,0,3,1,7,7,0,0,0,0,0,0,0,0,7,0,1.7
507,Da'Rel Scott,NYG,RB,24,4,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0.9
508,Rusty Smith,TEN,QB,25,1,0,3,5,34,0,0,0,0,0,0,0,0,0,34,0,5,0,0,0,0,0,1.36
509,Isaiah Stanback,JAX,TE,28,6,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,6,0,1.6
510,Sammie Stroughter,TAM,WR,26,2,0,0,0,0,0,0,0,2,1,14,14,0,0,0,0,0,0,0,0,14,0,2.4
511,Will Ta'ufo'ou,JAX,RB,26,6,1,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0,5,0,1.5
512,Ryan Taylor,GNB,TE,25,16,1,0,0,0,0,0,0,1,1,11,11,0,0,0,0,0,0,0,0,11,0,2.1
513,Tyler Thigpen,BUF,QB,28,4,0,3,5,30,0,1,-1,0,0,0,0,0,0,30,0,5,-1,0,1,0,0,1.1
514,Jordan Todman,JAX,RB,22,1,0,0,0,0,0,3,8,1,1,0,0,0,0,0,0,0,8,0,3,0,0,1.8
515,Jordan White,NYJ,WR,24,3,0,0,0,0,0,0,0,3,1,13,13,0,0,0,0,0,0,0,0,13,0,2.3
516,Keiland Williams,2TM,RB,26,14,0,0,0,0,0,2,3,2,2,9,4.5,0,0,0,0,0,3,0,2,9,0,3.2
517,Kellen Winslow,NWE,TE,29,1,0,0,0,0,0,0,0,2,1,12,12,0,0,0,0,0,0,0,0,12,0,2.2
518,Kamar Aiken,NWE,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,Alvester Alexander,2TM,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,Joe Anderson,CHI,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,Adrian Arrington,NOR,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,Billy Bajema,BAL,0,30,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,Edwin Baker,SDG,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Jake Ballard,NWE,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,Joe Banyard,MIN,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,Brandon Barden,TEN,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,Phil Bates,SEA,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,Travis Beckum,NYG,0,25,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,Josh Bellamy,KAN,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,Tim Benford,DAL,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,Jahvid Best,DET,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,Matt Blanchard,CHI,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,Brandon Bostick,GNB,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,Allen Bradford,SEA,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,LaMark Brown,MIN,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,Mike Brown,JAX,0,23,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,Vincent Brown,SDG,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,Lamont Bryant,CAR,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,Troy Burrell,DET,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,Deon Butler,SEA,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Jake Byrne,HOU,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,Duke Calhoun,OAK,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,David Carr,NYG,QB,33,2,0,2,3,19,0,3,-3,0,0,0,0,1,0,19,0,3,-3,0,3,0,0,0.46
544,Derek Carrier,PHI,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,Greg Childs,MIN,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,Jimmy Clausen,CAR,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,Kellen Clemens,STL,QB,29,2,0,1,3,39,1,2,5,0,0,0,0,1,0,39,0,3,5,0,2,0,0,0.06
548,Danny Coale,DAL,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,B.J. Coleman,GNB,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,Derrick Coleman,SEA,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,Kevin Cone,ATL,0,24,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,John Conner,2TM,0,25,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,Mike Cox,ATL,RB,27,8,7,0,0,0,0,0,0,3,3,22,7.33,0,0,0,0,0,0,0,0,22,0,5.2
554,B.J. Cunningham,PHI,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,Dominique Curry,DET,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,Austin Davis,STL,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,Bryce Davis,CIN,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,Dominique Davis,ATL,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,Jeff Demps,NWE,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,Dennis Dixon,BAL,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,Larry Donnell,NYG,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,David Douglas,TAM,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,Drake Dunsmore,TAM,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,Jeremy Ebert,NWE,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,Michael Egnew,MIA,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,Darren Evans,TEN,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,Bradie Ewing,ATL,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,Tony Fiammetta,NWE,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,Chase Ford,2TM,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,Jeff Fuller,MIA,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,Terrance Ganaway,STL,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,David Gettis,CAR,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,Chris Givens,NOR,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,Brittan Golden,JAX,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,Richard Goodman,SDG,0,25,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,Daniel Graham,NOR,0,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,Jonas Gray,MIA,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,Jared Green,CAR,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,Rex Grossman,WAS,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,Saalim Hakim,NOR,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,Chad Hall,SFO,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,Jewel Hampton,SFO,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,Caleb Hanie,DEN,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,Darius Hanks,WAS,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,Chandler Harnish,IND,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,Clark Harris,CIN,0,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,Jerome Harrison,DET,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,Cooper Helfet,SEA,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,Junior Hemingway,KAN,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,Brad Herman,NWE,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,Michael Higgins,NOR,TE,25,2,1,0,0,0,0,0,0,1,1,-3,-3,0,0,0,0,0,0,0,0,-3,0,0.7
592,Trindon Holliday,2TM,WR,26,15,0,0,0,0,0,0,0,2,2,17,8.5,6,1,0,0,0,0,0,0,17,0,1.7
593,Emil Igwenagu,PHI,0,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,Jerrell Jackson,JAX,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,Marcus Jackson,ATL,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,Javarris James,ARI,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,A.J. Jenkins,SFO,0,23,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,Brian Jennings,SFO,0,36,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
